x_key,value_native,native_unit,value_mm,pixel_x_page,pixel_y_page,pixel_y_corrected,flagged
1844-06-01,1.3789,bavarian_foot,402.45,26.5,514.0,514.0,false
1844-06-02,1.3947,bavarian_foot,407.06,48.0,512.5,512.5,false
1844-06-03,1.3947,bavarian_foot,407.06,70.0,512.5,512.5,false
1844-06-04,1.3895,bavarian_foot,405.52,91.5,513.0,513.0,false
1844-06-05,1.3947,bavarian_foot,407.06,113.5,512.5,512.5,false
1844-06-06,1.3947,bavarian_foot,407.06,135.0,512.5,512.5,false
1844-06-07,1.3947,bavarian_foot,407.06,157.0,512.5,512.5,false
1844-06-08,1.3947,bavarian_foot,407.06,178.5,512.5,512.5,false
1844-06-09,1.4000,bavarian_foot,408.60,200.5,512.0,512.0,false
1844-06-10,1.4000,bavarian_foot,408.60,222.0,512.0,512.0,false
1844-06-11,1.4000,bavarian_foot,408.60,244.0,512.0,512.0,false
1844-06-12,1.3947,bavarian_foot,407.06,265.5,512.5,512.5,false
1844-06-13,1.3947,bavarian_foot,407.06,287.5,512.5,512.5,false
1844-06-14,1.3947,bavarian_foot,407.06,309.0,512.5,512.5,false
1844-06-15,1.3895,bavarian_foot,405.52,330.5,513.0,513.0,false
1844-06-16,1.3947,bavarian_foot,407.06,352.5,512.5,512.5,false
1844-06-17,1.3947,bavarian_foot,407.06,374.0,512.5,512.5,false
1844-06-18,1.3947,bavarian_foot,407.06,396.0,512.5,512.5,false
1844-06-19,1.3947,bavarian_foot,407.06,417.5,512.5,512.5,false
1844-06-20,1.3947,bavarian_foot,407.06,439.5,512.5,512.5,false
1844-06-21,1.3947,bavarian_foot,407.06,461.0,512.5,512.5,false
1844-06-22,1.3947,bavarian_foot,407.06,483.0,512.5,512.5,false
1844-06-23,1.3947,bavarian_foot,407.06,504.5,512.5,512.5,false
1844-06-24,1.3947,bavarian_foot,407.06,526.5,512.5,512.5,false
1844-06-25,1.3947,bavarian_foot,407.06,548.0,512.5,512.5,false
1844-06-26,1.3947,bavarian_foot,407.06,570.0,512.5,512.5,false
1844-06-27,1.4000,bavarian_foot,408.60,591.5,512.0,512.0,false
1844-06-28,1.4158,bavarian_foot,413.20,613.5,510.5,510.5,false
1844-06-29,1.4526,bavarian_foot,423.96,635.0,507.0,507.0,false
1844-06-30,1.6052,bavarian_foot,468.50,656.5,492.5,492.5,false
