x_key,value_native,native_unit,value_mm,pixel_x_page,pixel_y_page,pixel_y_corrected,flagged
0,24.2492,mm,24.25,662.5,499.0,499.0,false
1,0.8321,mm,0.83,691.0,392.5,392.5,false
2,0.2662,mm,0.27,719.5,356.5,356.5,false
3,0.1458,mm,0.15,748.0,337.5,337.5,false
4,0.1029,mm,0.10,776.5,326.5,326.5,false
5,0.0825,mm,0.08,805.0,319.5,319.5,false
6,0.0693,mm,0.07,833.5,314.0,314.0,false
7,0.0582,mm,0.06,862.0,308.5,308.5,false
8,0.0521,mm,0.05,890.5,305.0,305.0,false
9,0.0445,mm,0.04,919.0,300.0,300.0,false
10,0.0398,mm,0.04,947.5,296.5,296.5,false
11,0.0340,mm,0.03,976.0,291.5,291.5,false
12,0.0290,mm,0.03,1004.5,286.5,286.5,false
13,0.0248,mm,0.02,1033.0,281.5,281.5,false
14,0.0377,mm,0.04,1061.5,294.8,294.8,false
15,0.0431,mm,0.04,1090.0,299.0,299.0,false
16,0.0445,mm,0.04,1098.0,300.0,300.0,false
17,0.0324,mm,0.03,1136.5,290.0,290.0,false
18,0.0324,mm,0.03,1161.5,290.0,290.0,false
19,,,,,,,true
20,,,,,,,true
