x_key,value_native,native_unit,value_mm,pixel_x_page,pixel_y_page,pixel_y_corrected,flagged
0,387.2002,mm,387.20,662.5,586.5,586.5,false
1,123.8481,mm,123.85,691.0,550.5,550.5,false
2,43.5609,mm,43.56,719.5,517.5,517.5,false
3,14.3814,mm,14.38,748.0,482.5,482.5,false
4,4.6000,mm,4.60,776.5,446.5,446.5,false
5,1.2963,mm,1.30,803.5,406.5,406.5,false
6,0.9296,mm,0.93,833.5,396.0,396.0,false
7,0.4873,mm,0.49,862.0,375.6,375.6,false
8,0.1326,mm,0.13,890.5,334.5,334.5,false
9,0.2836,mm,0.28,919.0,358.5,358.5,false
10,0.3912,mm,0.39,947.5,368.7,368.7,false
11,0.1473,mm,0.15,976.0,337.8,337.8,false
12,0.2433,mm,0.24,1004.5,353.7,353.7,false
13,0.2308,mm,0.23,1033.0,352.0,352.0,false
14,0.0538,mm,0.05,1061.5,306.0,306.0,false
15,0.0489,mm,0.05,1090.0,303.0,303.0,false
16,0.0445,mm,0.04,1114.0,300.0,300.0,false
17,0.0445,mm,0.04,1136.0,300.0,300.0,false
18,0.0324,mm,0.03,1158.5,290.0,290.0,false
19,,,,,,,true
20,,,,,,,true
