x_key,value_native,native_unit,value_mm,pixel_x_page,pixel_y_page,pixel_y_corrected,flagged
34,72.7008,H,,57.0,431.5,431.5,false
33.6566,72.6029,H,,60.0,431.0,431.0,false
33.3131,,,,,,,true
32.9697,72.4069,H,,82.0,430.0,430.0,false
32.6263,72.4069,H,,90.5,430.0,430.0,false
32.2828,72.3089,H,,98.5,429.5,429.5,false
31.9394,72.4069,H,,107.0,430.0,430.0,false
31.596,72.4069,H,,115.5,430.0,430.0,false
31.2525,72.2110,H,,123.5,429.0,429.0,false
30.9091,72.1130,H,,130.5,428.5,428.5,false
30.5657,70.4474,H,,140.5,420.0,420.0,false
30.2222,71.2312,H,,148.5,424.0,424.0,false
29.8788,71.0352,H,,157.0,423.0,423.0,false
29.5354,70.9372,H,,165.0,422.5,422.5,false
29.1919,71.1332,H,,173.5,423.5,423.5,false
28.8485,70.6433,H,,182.0,421.0,421.0,false
28.5051,70.4474,H,,190.0,420.0,420.0,false
28.1616,70.1534,H,,198.5,418.5,418.5,false
27.8182,69.9575,H,,207.0,417.5,417.5,false
27.4747,69.8595,H,,215.0,417.0,417.0,false
27.1313,69.8595,H,,223.5,417.0,417.0,false
26.7879,69.6635,H,,232.0,416.0,416.0,false
26.4444,69.3696,H,,240.0,414.5,414.5,false
26.101,68.9777,H,,248.5,412.5,412.5,false
25.7576,68.5858,H,,256.5,410.5,410.5,false
25.4141,68.5858,H,,265.0,410.5,410.5,false
25.0707,68.0959,H,,273.5,408.0,408.0,false
24.7273,67.8019,H,,281.5,406.5,406.5,false
24.3838,67.2141,H,,290.0,403.5,403.5,false
24.0404,66.9201,H,,298.5,402.0,402.0,false
23.697,66.4303,H,,306.5,399.5,399.5,false
23.3535,66.1363,H,,315.0,398.0,398.0,false
23.0101,66.1363,H,,323.5,398.0,398.0,false
22.6667,66.1363,H,,331.5,398.0,398.0,false
22.3232,65.9404,H,,340.0,397.0,397.0,false
21.9798,65.5485,H,,348.5,395.0,395.0,false
21.6364,65.1565,H,,356.5,393.0,393.0,false
21.2929,64.8626,H,,365.0,391.5,391.5,false
20.9495,64.5687,H,,373.0,390.0,390.0,false
20.6061,64.1768,H,,381.5,388.0,388.0,false
20.2626,63.9808,H,,390.0,387.0,387.0,false
19.9192,63.4909,H,,398.0,384.5,384.5,false
19.5758,62.4132,H,,406.5,379.0,379.0,false
19.2323,60.6496,H,,415.0,370.0,370.0,false
18.8889,60.9435,H,,423.0,371.5,371.5,false
18.5455,60.9435,H,,431.5,371.5,371.5,false
18.202,61.2374,H,,440.0,373.0,373.0,false
17.8586,61.1395,H,,448.0,372.5,372.5,false
17.5152,60.4536,H,,456.5,369.0,369.0,false
17.1717,59.9637,H,,464.5,366.5,366.5,false
16.8283,59.5718,H,,473.0,364.5,364.5,false
16.4848,59.1799,H,,481.5,362.5,362.5,false
16.1414,58.6900,H,,489.5,360.0,360.0,false
15.798,58.1021,H,,498.0,357.0,357.0,false
15.4545,57.3183,H,,506.5,353.0,353.0,false
15.1111,56.6325,H,,514.5,349.5,349.5,false
14.7677,55.4567,H,,523.0,343.5,343.5,false
14.4242,55.0648,H,,531.5,341.5,341.5,false
14.0808,54.6729,H,,539.5,339.5,339.5,false
13.7374,54.5749,H,,548.0,339.0,339.0,false
13.3939,53.8891,H,,556.5,335.5,335.5,false
13.0505,53.1053,H,,564.5,331.5,331.5,false
12.7071,52.5174,H,,573.0,328.5,328.5,false
12.3636,52.1255,H,,581.0,326.5,326.5,false
12.0202,51.2437,H,,589.5,322.0,322.0,false
11.6768,50.2639,H,,598.0,317.0,317.0,false
11.3333,49.7740,H,,606.0,314.5,314.5,false
10.9899,49.0882,H,,614.5,311.0,311.0,false
10.6465,48.3044,H,,623.0,307.0,307.0,false
10.303,47.5205,H,,631.0,303.0,303.0,false
9.9596,46.9327,H,,639.5,300.0,300.0,false
9.61616,46.0509,H,,648.0,295.5,295.5,false
9.27273,44.8751,H,,656.0,289.5,289.5,false
8.92929,43.6014,H,,664.5,283.0,283.0,false
8.58586,42.3277,H,,672.5,276.5,276.5,false
8.24242,41.0540,H,,681.0,270.0,270.0,false
7.89899,39.8783,H,,689.5,264.0,264.0,false
7.55556,37.9187,H,,697.5,254.0,254.0,false
7.21212,37.4288,H,,706.0,251.5,251.5,false
6.86869,36.1551,H,,714.5,245.0,245.0,false
6.52525,34.7834,H,,722.5,238.0,238.0,false
6.18182,33.1178,H,,731.0,229.5,229.5,false
5.83838,32.1380,H,,739.5,224.5,224.5,false
5.49495,30.3744,H,,747.5,215.5,215.5,false
5.15152,29.3946,H,,756.0,210.5,210.5,false
4.80808,27.1411,H,,764.5,199.0,199.0,false
4.46465,27.1411,H,,770.5,199.0,199.0,false
4.12121,23.9079,H,,781.0,182.5,182.5,false
3.77778,21.9483,H,,789.0,172.5,172.5,false
3.43434,19.9888,H,,797.5,162.5,162.5,false
3.09091,17.8332,H,,806.0,151.5,151.5,false
2.74747,16.1676,H,,814.0,143.0,143.0,false
2.40404,14.4040,H,,822.5,134.0,134.0,false
2.06061,12.2485,H,,831.0,123.0,123.0,false
1.71717,9.8970,H,,839.0,111.0,111.0,false
1.37374,7.7415,H,,847.5,100.0,100.0,false
1.0303,6.9577,H,,854.5,96.0,96.0,false
0.686869,4.1163,H,,858.5,81.5,81.5,false
0.343434,,,,,,,true
0,,,,,,,true
