x_key,value_native,native_unit,value_mm,pixel_x_page,pixel_y_page,pixel_y_corrected,flagged
1,,,,,,,true
2,,,,,,,true
3,,,,,,,true
4,,,,,,,true
5,,,,,,,true
6,,,,,,,true
7,,,,,,,true
8,,,,,,,true
9,,,,,,,true
10,,,,,,,true
11,,,,,,,true
12,,,,,,,true
13,,,,,,,true
14,,,,,,,true
15,,,,,,,true
16,,,,,,,true
17,-3.7866,bavarian_zoll,-92.10,596.5,1304.0,1304.0,false
18,-3.7866,bavarian_zoll,-92.10,606.5,1304.0,1304.0,false
19,-2.6332,bavarian_zoll,-64.04,616.5,1301.5,1301.5,false
20,-2.1718,bavarian_zoll,-52.82,626.0,1300.5,1300.5,false
21,-4.0173,bavarian_zoll,-97.71,634.0,1304.5,1304.5,false
22,,,,,,,true
23,,,,,,,true
24,,,,,,,true
25,,,,,,,true
26,,,,,,,true
27,4.2875,bavarian_zoll,104.28,695.0,1286.5,1286.5,false
28,4.5182,bavarian_zoll,109.89,697.0,1286.0,1286.0,false
29,,,,,,,true
30,,,,,,,true
31,,,,,,,true
32,18.1290,bavarian_zoll,440.93,744.0,1256.5,1256.5,false
33,18.8211,bavarian_zoll,457.76,754.0,1255.0,1255.0,false
34,20.6666,bavarian_zoll,502.64,763.5,1251.0,1251.0,false
35,22.5121,bavarian_zoll,547.53,773.5,1247.0,1247.0,false
36,22.7428,bavarian_zoll,553.14,781.0,1246.5,1246.5,false
37,26.8952,bavarian_zoll,654.13,793.0,1237.5,1237.5,false
38,27.1259,bavarian_zoll,659.75,794.0,1237.0,1237.0,false
39,,,,,,,true
40,,,,,,,true
41,108.3397,bavarian_zoll,2634.99,832.5,1061.0,1061.0,false
42,72.5720,bavarian_zoll,1765.07,841.0,1138.5,1138.5,false
43,,,,,,,true
44,,,,,,,true
45,,,,,,,true
46,48.3495,bavarian_zoll,1175.94,881.5,1191.0,1191.0,false
47,50.1950,bavarian_zoll,1220.82,891.5,1187.0,1187.0,false
48,53.8861,bavarian_zoll,1310.59,901.0,1179.0,1179.0,false
49,53.8861,bavarian_zoll,1310.59,903.5,1179.0,1179.0,false
50,,,,,,,true
51,,,,,,,true
52,,,,,,,true
53,67.0355,bavarian_zoll,1630.41,950.0,1150.5,1150.5,false
54,67.7275,bavarian_zoll,1647.24,959.5,1149.0,1149.0,false
55,,,,,,,true
56,,,,,,,true
57,,,,,,,true
58,,,,,,,true
59,,,,,,,true
60,,,,,,,true
61,,,,,,,true
62,,,,,,,true
63,,,,,,,true
64,,,,,,,true
65,,,,,,,true
66,,,,,,,true
67,,,,,,,true
68,,,,,,,true
69,117.0954,bavarian_zoll,2847.95,1100.5,1042.0,1042.0,false
70,,,,,,,true
71,,,,,,,true
72,131.3982,bavarian_zoll,3195.81,1137.0,1011.0,1011.0,false
73,131.3982,bavarian_zoll,3195.81,1140.5,1011.0,1011.0,false
74,,,,,,,true
75,,,,,,,true
76,,,,,,,true
77,,,,,,,true
78,,,,,,,true
79,,,,,,,true
80,159.5425,bavarian_zoll,3880.33,1215.0,950.0,950.0,false
81,166.9246,bavarian_zoll,4059.87,1225.0,934.0,934.0,false
82,168.0781,bavarian_zoll,4087.92,1233.5,931.5,931.5,false
83,173.3840,bavarian_zoll,4216.97,1245.0,920.0,920.0,false
84,179.1512,bavarian_zoll,4357.24,1254.5,907.5,907.5,false
85,181.2274,bavarian_zoll,4407.74,1264.5,903.0,903.0,false
86,186.7640,bavarian_zoll,4542.40,1274.5,891.0,891.0,false
87,192.5313,bavarian_zoll,4682.67,1284.0,878.5,878.5,false
88,194.3768,bavarian_zoll,4727.55,1294.0,874.5,874.5,false
89,198.2986,bavarian_zoll,4822.94,1303.5,866.0,866.0,false
90,205.6807,bavarian_zoll,5002.48,1313.5,850.0,850.0,false
91,208.6797,bavarian_zoll,5075.42,1323.5,843.5,843.5,false
92,210.0638,bavarian_zoll,5109.08,1326.0,840.5,840.5,false
93,,,,,,,true
94,,,,,,,true
95,,,,,,,true
96,,,,,,,true
97,,,,,,,true
98,,,,,,,true
99,,,,,,,true
100,,,,,,,true
