x_key,value_native,native_unit,value_mm,pixel_x_page,pixel_y_page,pixel_y_corrected,flagged
1872-10-01,0.7789,mm,0.78,27.0,303.0,303.0,false
1872-10-02,0.7421,mm,0.74,49.0,306.5,306.5,false
1872-10-03,0.7210,mm,0.72,71.0,308.5,308.5,false
1872-10-04,0.6894,mm,0.69,93.5,311.5,311.5,false
1872-10-05,0.7000,mm,0.70,115.5,310.5,310.5,false
1872-10-06,0.7000,mm,0.70,137.5,310.5,310.5,false
1872-10-07,0.7105,mm,0.71,160.0,309.5,309.5,false
1872-10-08,0.6947,mm,0.69,182.0,311.0,311.0,false
1872-10-09,0.6894,mm,0.69,204.0,311.5,311.5,false
1872-10-10,0.7158,mm,0.72,226.5,309.0,309.0,false
1872-10-11,0.7316,mm,0.73,248.5,307.5,307.5,false
1872-10-12,0.7684,mm,0.77,270.5,304.0,304.0,false
1872-10-13,0.8210,mm,0.82,293.0,299.0,299.0,false
1872-10-14,0.8684,mm,0.87,315.0,294.5,294.5,false
1872-10-15,1.0368,mm,1.04,337.0,278.5,278.5,false
1872-10-16,1.3473,mm,1.35,359.5,249.0,249.0,false
1872-10-17,1.4000,mm,1.40,381.5,244.0,244.0,false
1872-10-18,1.2526,mm,1.25,403.5,258.0,258.0,false
1872-10-19,1.1368,mm,1.14,426.0,269.0,269.0,false
1872-10-20,1.0105,mm,1.01,448.0,281.0,281.0,false
1872-10-21,0.8842,mm,0.88,470.0,293.0,293.0,false
1872-10-22,0.7631,mm,0.76,492.5,304.5,304.5,false
1872-10-23,0.6526,mm,0.65,514.5,315.0,315.0,false
1872-10-24,0.6368,mm,0.64,536.5,316.5,316.5,false
1872-10-25,0.5894,mm,0.59,559.0,321.0,321.0,false
1872-10-26,0.5158,mm,0.52,581.0,328.0,328.0,false
1872-10-27,0.4947,mm,0.49,603.0,330.0,330.0,false
1872-10-28,0.4894,mm,0.49,625.5,330.5,330.5,false
1872-10-29,0.5210,mm,0.52,647.5,327.5,327.5,false
1872-10-30,0.5526,mm,0.55,669.5,324.5,324.5,false
1872-10-31,0.5210,mm,0.52,675.5,327.5,327.5,false
