x_key,value_native,native_unit,value_mm,pixel_x_page,pixel_y_page,pixel_y_corrected,flagged
1844-01-01,1.2053,bavarian_foot,351.77,28.0,1125.5,1125.5,false
1844-01-02,1.1947,bavarian_foot,348.69,51.0,1126.5,1126.5,false
1844-01-03,1.1789,bavarian_foot,344.08,74.5,1128.0,1128.0,false
1844-01-04,1.1789,bavarian_foot,344.08,77.5,1128.0,1128.0,false
1844-01-05,1.0947,bavarian_foot,319.51,114.0,1136.0,1136.0,false
1844-01-06,,,,,,,true
1844-01-07,1.4737,bavarian_foot,430.11,166.5,1100.0,1100.0,false
1844-01-08,1.8947,bavarian_foot,552.99,190.0,1060.0,1060.0,false
1844-01-09,2.1263,bavarian_foot,620.58,212.5,1038.0,1038.0,false
1844-01-10,2.1316,bavarian_foot,622.12,236.5,1037.5,1037.5,false
1844-01-11,1.8316,bavarian_foot,534.56,260.0,1066.0,1066.0,false
1844-01-12,1.6421,bavarian_foot,479.26,283.0,1084.0,1084.0,false
1844-01-13,1.4210,bavarian_foot,414.75,306.5,1105.0,1105.0,false
1844-01-14,1.2000,bavarian_foot,350.23,329.5,1126.0,1126.0,false
1844-01-15,1.0947,bavarian_foot,319.51,349.5,1136.0,1136.0,false
1844-01-16,3.5737,bavarian_foot,1043.01,376.0,900.5,900.5,false
1844-01-17,6.2158,bavarian_foot,1814.13,399.0,649.5,649.5,false
1844-01-18,8.9053,bavarian_foot,2599.08,422.0,394.0,394.0,false
1844-01-19,8.3842,bavarian_foot,2447.01,445.5,443.5,443.5,false
1844-01-20,8.6789,bavarian_foot,2533.03,468.5,415.5,415.5,false
1844-01-21,10.0579,bavarian_foot,2935.49,492.0,284.5,284.5,false
1844-01-22,10.6368,bavarian_foot,3104.46,515.0,229.5,229.5,false
1844-01-23,10.9263,bavarian_foot,3188.94,538.0,202.0,202.0,false
1844-01-24,10.1842,bavarian_foot,2972.35,561.5,272.5,272.5,false
1844-01-25,10.1947,bavarian_foot,2975.43,584.5,271.5,271.5,false
1844-01-26,10.2684,bavarian_foot,2996.93,608.0,264.5,264.5,false
1844-01-27,10.3632,bavarian_foot,3024.58,631.0,255.5,255.5,false
1844-01-28,10.4211,bavarian_foot,3041.48,654.0,250.0,250.0,false
1844-01-29,10.5000,bavarian_foot,3064.52,677.5,242.5,242.5,false
1844-01-30,10.6158,bavarian_foot,3098.31,700.5,231.5,231.5,false
1844-01-31,10.6842,bavarian_foot,3118.28,723.5,225.0,225.0,false
1844-02-01,10.3211,bavarian_foot,3012.30,746.5,340.5,340.5,false
1844-02-02,9.7263,bavarian_foot,2838.72,769.0,397.0,397.0,false
1844-02-03,9.1474,bavarian_foot,2669.74,792.0,452.0,452.0,false
1844-02-04,8.7263,bavarian_foot,2546.86,814.5,492.0,492.0,false
1844-02-05,8.7105,bavarian_foot,2542.25,837.5,493.5,493.5,false
1844-02-06,8.4790,bavarian_foot,2474.66,860.0,515.5,515.5,false
1844-02-07,8.6790,bavarian_foot,2533.03,883.0,496.5,496.5,false
1844-02-08,8.5474,bavarian_foot,2494.63,905.5,509.0,509.0,false
1844-02-09,8.4790,bavarian_foot,2474.66,928.5,515.5,515.5,false
1844-02-10,8.5842,bavarian_foot,2505.38,951.0,505.5,505.5,false
1844-02-11,8.7526,bavarian_foot,2554.54,973.5,489.5,489.5,false
1844-02-12,8.7316,bavarian_foot,2548.39,996.5,491.5,491.5,false
1844-02-13,8.6421,bavarian_foot,2522.28,1019.0,500.0,500.0,false
1844-02-14,7.2158,bavarian_foot,2106.00,1040.5,635.5,635.5,false
1844-02-15,4.5421,bavarian_foot,1325.66,1062.5,889.5,889.5,false
1844-02-16,3.6632,bavarian_foot,1069.13,1087.5,973.0,973.0,false
1844-02-17,3.5000,bavarian_foot,1021.51,1110.0,988.5,988.5,false
1844-02-18,3.3790,bavarian_foot,986.18,1133.0,1000.0,1000.0,false
1844-02-19,3.1000,bavarian_foot,904.76,1155.5,1026.5,1026.5,false
1844-02-20,2.8263,bavarian_foot,824.89,1178.0,1052.5,1052.5,false
