x_key,value_native,native_unit,value_mm,pixel_x_page,pixel_y_page,pixel_y_corrected,flagged
1,16.7431,unknown,,92.0,1550.0,1550.0,false
2,,,,,,,true
3,,,,,,,true
4,,,,,,,true
5,,,,,,,true
6,,,,,,,true
7,,,,,,,true
8,,,,,,,true
9,27.2262,unknown,,162.5,1494.0,1494.0,false
10,29.7533,unknown,,171.0,1480.5,1480.5,false
11,29.6597,unknown,,171.5,1481.0,1481.0,false
12,,,,,,,true
13,37.0540,unknown,,197.0,1441.5,1441.5,false
14,37.2412,unknown,,205.5,1440.5,1440.5,false
15,39.0196,unknown,,214.0,1431.0,1431.0,false
16,40.0492,unknown,,222.5,1425.5,1425.5,false
17,42.1084,unknown,,231.0,1414.5,1414.5,false
18,44.1676,unknown,,239.5,1403.5,1403.5,false
19,44.8228,unknown,,248.0,1400.0,1400.0,false
20,46.2267,unknown,,256.5,1392.5,1392.5,false
21,47.3499,unknown,,265.5,1386.5,1386.5,false
22,48.9411,unknown,,274.0,1378.0,1378.0,false
23,49.7835,unknown,,282.5,1373.5,1373.5,false
24,51.5619,unknown,,291.0,1364.0,1364.0,false
25,52.2171,unknown,,299.5,1360.5,1360.5,false
26,53.4339,unknown,,308.0,1354.0,1354.0,false
27,54.5570,unknown,,316.5,1348.0,1348.0,false
28,55.3058,unknown,,325.0,1344.0,1344.0,false
29,56.1482,unknown,,333.5,1339.5,1339.5,false
30,57.1778,unknown,,342.0,1334.0,1334.0,false
31,58.1138,unknown,,351.0,1329.0,1329.0,false
32,59.1434,unknown,,359.5,1323.5,1323.5,false
33,60.4538,unknown,,368.0,1316.5,1316.5,false
34,61.3898,unknown,,376.5,1311.5,1311.5,false
35,61.4834,unknown,,385.0,1311.0,1311.0,false
36,61.7642,unknown,,393.5,1309.5,1309.5,false
37,62.1386,unknown,,402.0,1307.5,1307.5,false
38,62.2321,unknown,,406.5,1307.0,1307.0,false
39,64.0105,unknown,,419.0,1297.5,1297.5,false
40,64.2913,unknown,,427.5,1296.0,1296.0,false
41,64.6657,unknown,,436.5,1294.0,1294.0,false
42,64.9465,unknown,,445.0,1292.5,1292.5,false
43,65.6953,unknown,,453.5,1288.5,1288.5,false
44,66.5377,unknown,,462.0,1284.0,1284.0,false
45,67.0993,unknown,,470.5,1281.0,1281.0,false
46,67.2865,unknown,,479.0,1280.0,1280.0,false
47,68.0353,unknown,,487.5,1276.0,1276.0,false
48,68.7841,unknown,,496.0,1272.0,1272.0,false
49,69.2521,unknown,,504.5,1269.5,1269.5,false
50,70.0009,unknown,,513.0,1265.5,1265.5,false
51,70.3753,unknown,,522.0,1263.5,1263.5,false
52,70.5625,unknown,,530.5,1262.5,1262.5,false
53,70.8432,unknown,,539.0,1261.0,1261.0,false
54,71.2176,unknown,,547.5,1259.0,1259.0,false
55,71.4984,unknown,,556.0,1257.5,1257.5,false
56,71.8728,unknown,,564.5,1255.5,1255.5,false
57,72.3408,unknown,,573.0,1253.0,1253.0,false
58,72.9024,unknown,,581.5,1250.0,1250.0,false
59,73.5576,unknown,,590.0,1246.5,1246.5,false
60,74.2128,unknown,,598.5,1243.0,1243.0,false
61,74.7744,unknown,,607.5,1240.0,1240.0,false
62,75.2424,unknown,,616.0,1237.5,1237.5,false
63,75.4296,unknown,,624.5,1236.5,1236.5,false
64,75.3360,unknown,,633.0,1237.0,1237.0,false
65,75.6168,unknown,,641.5,1235.5,1235.5,false
66,75.8040,unknown,,650.0,1234.5,1234.5,false
67,76.3656,unknown,,658.5,1231.5,1231.5,false
68,76.1784,unknown,,667.0,1232.5,1232.5,false
69,76.5528,unknown,,675.5,1230.5,1230.5,false
70,76.7400,unknown,,684.0,1229.5,1229.5,false
71,77.0208,unknown,,693.0,1228.0,1228.0,false
72,77.1144,unknown,,701.5,1227.5,1227.5,false
73,77.2080,unknown,,710.0,1227.0,1227.0,false
74,77.3952,unknown,,718.5,1226.0,1226.0,false
75,77.9568,unknown,,727.0,1223.0,1223.0,false
76,78.2376,unknown,,735.5,1221.5,1221.5,false
77,78.7056,unknown,,744.0,1219.0,1219.0,false
78,79.0799,unknown,,752.5,1217.0,1217.0,false
79,79.3607,unknown,,761.0,1215.5,1215.5,false
80,79.4543,unknown,,769.5,1215.0,1215.0,false
81,80.0159,unknown,,778.5,1212.0,1212.0,false
82,80.2031,unknown,,787.0,1211.0,1211.0,false
83,80.2031,unknown,,795.5,1211.0,1211.0,false
84,80.2031,unknown,,804.0,1211.0,1211.0,false
85,80.3903,unknown,,812.5,1210.0,1210.0,false
86,80.7647,unknown,,821.0,1208.0,1208.0,false
87,80.8583,unknown,,829.5,1207.5,1207.5,false
88,80.8583,unknown,,838.0,1207.5,1207.5,false
89,81.1391,unknown,,846.5,1206.0,1206.0,false
90,81.0455,unknown,,855.0,1206.5,1206.5,false
91,80.9519,unknown,,864.0,1207.0,1207.0,false
92,81.0455,unknown,,872.5,1206.5,1206.5,false
93,81.4199,unknown,,881.0,1204.5,1204.5,false
94,81.7943,unknown,,889.5,1202.5,1202.5,false
95,81.7943,unknown,,898.0,1202.5,1202.5,false
96,81.8879,unknown,,906.5,1202.0,1202.0,false
97,81.9815,unknown,,915.0,1201.5,1201.5,false
98,82.1687,unknown,,923.5,1200.5,1200.5,false
99,81.5135,unknown,,929.0,1204.0,1204.0,false
100,,,,,,,true
