x_key,value_native,native_unit,value_mm,pixel_x_page,pixel_y_page,pixel_y_corrected,flagged
1872-06-01,5.0000,mm,5.00,27.0,196.0,196.0,false
1872-06-02,4.6158,mm,4.62,49.0,232.5,232.5,false
1872-06-03,4.3421,mm,4.34,71.0,258.5,258.5,false
1872-06-04,4.7526,mm,4.75,93.0,219.5,219.5,false
1872-06-05,5.4895,mm,5.49,115.0,149.5,149.5,false
1872-06-06,5.9684,mm,5.97,137.0,104.0,104.0,false
1872-06-07,6.1947,mm,6.19,159.0,82.5,82.5,false
1872-06-08,6.2421,mm,6.24,181.5,78.0,78.0,false
1872-06-09,6.3105,mm,6.31,203.5,71.5,71.5,false
1872-06-10,6.3210,mm,6.32,225.5,70.5,70.5,false
1872-06-11,6.3105,mm,6.31,247.5,71.5,71.5,false
1872-06-12,6.1789,mm,6.18,269.5,84.0,84.0,false
1872-06-13,6.0000,mm,6.00,291.5,101.0,101.0,false
1872-06-14,5.7684,mm,5.77,313.5,123.0,123.0,false
1872-06-15,5.4421,mm,5.44,335.5,154.0,154.0,false
1872-06-16,5.0105,mm,5.01,358.0,195.0,195.0,false
1872-06-17,4.6158,mm,4.62,380.0,232.5,232.5,false
1872-06-18,3.9947,mm,3.99,402.0,291.5,291.5,false
1872-06-19,3.6316,mm,3.63,424.0,326.0,326.0,false
1872-06-20,3.4000,mm,3.40,446.0,348.0,348.0,false
1872-06-21,3.1789,mm,3.18,468.0,369.0,369.0,false
1872-06-22,3.0210,mm,3.02,490.0,384.0,384.0,false
1872-06-23,3.0263,mm,3.03,512.5,383.5,383.5,false
1872-06-24,3.1105,mm,3.11,534.5,375.5,375.5,false
1872-06-25,3.2737,mm,3.27,556.5,360.0,360.0,false
1872-06-26,3.3263,mm,3.33,578.5,355.0,355.0,false
1872-06-27,3.4000,mm,3.40,600.5,348.0,348.0,false
1872-06-28,3.4474,mm,3.45,622.5,343.5,343.5,false
1872-06-29,4.6158,mm,4.62,644.5,232.5,232.5,false
1872-06-30,4.8895,mm,4.89,666.5,206.5,206.5,false
