x_key,value_native,native_unit,value_mm,pixel_x_page,pixel_y_page,pixel_y_corrected,flagged
1,,,,,,,true
2,,,,,,,true
3,,,,,,,true
4,,,,,,,true
5,1780.0152,unknown,,809.0,425.5,425.5,false
6,1645.9805,unknown,,812.5,412.0,412.0,false
7,1432.5179,unknown,,816.5,390.5,390.5,false
8,1219.0552,unknown,,820.0,369.0,369.0,false
9,1055.2351,unknown,,823.5,352.5,352.5,false
10,946.0216,unknown,,827.5,341.5,341.5,false
11,881.4864,unknown,,831.0,335.0,335.0,false
12,811.9869,unknown,,834.5,328.0,328.0,false
13,712.7020,unknown,,838.5,318.0,318.0,false
14,638.2383,unknown,,842.0,310.5,310.5,false
15,573.7031,unknown,,845.5,304.0,304.0,false
16,499.2393,unknown,,849.5,296.5,296.5,false
17,424.7756,unknown,,853.0,289.0,289.0,false
18,365.2047,unknown,,856.5,283.0,283.0,false
19,285.7767,unknown,,860.5,275.0,275.0,false
20,255.9912,unknown,,864.0,272.0,272.0,false
21,290.7409,unknown,,867.5,275.5,275.5,false
22,300.6694,unknown,,871.5,276.5,276.5,false
23,305.6337,unknown,,875.0,277.0,277.0,false
24,310.5979,unknown,,878.5,277.5,277.5,false
25,320.5264,unknown,,882.0,278.5,278.5,false
26,345.3477,unknown,,886.0,281.0,281.0,false
27,350.3119,unknown,,889.5,281.5,281.5,false
28,355.2762,unknown,,893.0,282.0,282.0,false
29,365.2047,unknown,,897.0,283.0,283.0,false
30,380.0974,unknown,,900.5,284.5,284.5,false
31,390.0259,unknown,,904.0,285.5,285.5,false
32,409.8829,unknown,,908.0,287.5,287.5,false
33,424.7756,unknown,,911.5,289.0,289.0,false
34,444.6326,unknown,,915.0,291.0,291.0,false
35,464.4896,unknown,,919.0,293.0,293.0,false
36,494.2751,unknown,,922.5,296.0,296.0,false
37,514.1321,unknown,,926.0,298.0,298.0,false
38,553.8461,unknown,,930.0,302.0,302.0,false
39,583.6315,unknown,,933.5,305.0,305.0,false
40,608.4528,unknown,,937.0,307.5,307.5,false
41,638.2383,unknown,,941.0,310.5,310.5,false
42,672.9880,unknown,,944.5,314.0,314.0,false
43,692.8450,unknown,,948.0,316.0,316.0,false
44,722.6305,unknown,,952.0,319.0,319.0,false
45,752.4160,unknown,,955.5,322.0,322.0,false
46,782.2015,unknown,,959.0,325.0,325.0,false
47,816.9512,unknown,,963.0,328.5,328.5,false
48,841.7724,unknown,,966.5,331.0,331.0,false
49,866.5937,unknown,,970.0,333.5,333.5,false
50,901.3434,unknown,,973.5,337.0,337.0,false
51,936.0931,unknown,,977.5,340.5,340.5,false
52,965.8786,unknown,,981.0,343.5,343.5,false
53,990.6999,unknown,,984.5,346.0,346.0,false
54,1030.4138,unknown,,988.5,350.0,350.0,false
55,1055.2351,unknown,,992.0,352.5,352.5,false
56,1085.0206,unknown,,995.5,355.5,355.5,false
57,1119.7703,unknown,,999.5,359.0,359.0,false
58,1149.5558,unknown,,1003.0,362.0,362.0,false
59,1169.4128,unknown,,1006.5,364.0,364.0,false
60,1209.1268,unknown,,1010.5,368.0,368.0,false
61,1233.9480,unknown,,1014.0,370.5,370.5,false
62,1263.7335,unknown,,1017.5,373.5,373.5,false
63,1288.5547,unknown,,1021.5,376.0,376.0,false
64,1328.2687,unknown,,1025.0,380.0,380.0,false
65,1367.9827,unknown,,1028.5,384.0,384.0,false
66,1402.7324,unknown,,1032.5,387.5,387.5,false
67,1442.4464,unknown,,1036.0,391.5,391.5,false
68,1477.1961,unknown,,1039.5,395.0,395.0,false
69,1511.9459,unknown,,1043.5,398.5,398.5,false
70,1556.6241,unknown,,1047.0,403.0,403.0,false
71,1586.4096,unknown,,1050.5,406.0,406.0,false
72,1626.1236,unknown,,1054.5,410.0,410.0,false
73,1665.8375,unknown,,1058.0,414.0,414.0,false
74,1695.6230,unknown,,1061.5,417.0,417.0,false
75,1735.3370,unknown,,1065.0,421.0,421.0,false
76,1775.0510,unknown,,1069.0,425.0,425.0,false
77,1784.9795,unknown,,1072.5,426.0,426.0,false
78,1789.9437,unknown,,1076.0,426.5,426.5,false
79,1799.8722,unknown,,1080.0,427.5,427.5,false
80,1804.8365,unknown,,1083.5,428.0,428.0,false
81,1809.8007,unknown,,1087.0,428.5,428.5,false
82,1819.7292,unknown,,1091.0,429.5,429.5,false
83,1824.6935,unknown,,1094.5,430.0,430.0,false
84,1834.6220,unknown,,1098.0,431.0,431.0,false
85,1839.5862,unknown,,1102.0,431.5,431.5,false
86,1844.5505,unknown,,1105.5,432.0,432.0,false
87,1849.5147,unknown,,1109.0,432.5,432.5,false
88,1859.4432,unknown,,1113.0,433.5,433.5,false
89,1869.3717,unknown,,1116.5,434.5,434.5,false
90,1879.3002,unknown,,1120.0,435.5,435.5,false
91,1884.2644,unknown,,1124.0,436.0,436.0,false
92,1889.2287,unknown,,1127.5,436.5,436.5,false
93,1899.1572,unknown,,1131.0,437.5,437.5,false
94,1933.9069,unknown,,1135.0,441.0,441.0,false
95,1978.5851,unknown,,1138.5,445.5,445.5,false
96,2018.2991,unknown,,1142.0,449.5,449.5,false
97,2062.9773,unknown,,1146.0,454.0,454.0,false
98,2107.6556,unknown,,1149.5,458.5,458.5,false
99,2132.4768,unknown,,1153.0,461.0,461.0,false
100,2152.3338,unknown,,1156.5,463.0,463.0,false
