x_key,value_native,native_unit,value_mm,pixel_x_page,pixel_y_page,pixel_y_corrected,flagged
1,,,,,,,true
2,,,,,,,true
3,,,,,,,true
4,,,,,,,true
5,,,,,,,true
6,1560493.0215,unknown,,811.0,418.0,418.0,false
7,1783715.7387,unknown,,814.5,401.5,401.5,false
8,2148989.2759,unknown,,818.0,374.5,374.5,false
9,2426326.5912,unknown,,822.0,354.0,354.0,false
10,2595434.7103,unknown,,825.5,341.5,341.5,false
11,2710428.2313,unknown,,829.0,333.0,333.0,false
12,2798364.4532,unknown,,833.0,326.5,326.5,false
13,2845714.7266,unknown,,836.5,323.0,323.0,false
14,2933650.9485,unknown,,840.5,316.5,316.5,false
15,2960708.2476,unknown,,844.0,314.5,314.5,false
16,3041880.1447,unknown,,847.5,308.5,308.5,false
17,3156873.6657,unknown,,851.5,300.0,300.0,false
18,3204223.9391,unknown,,855.0,296.5,296.5,false
19,3292160.1610,unknown,,858.5,290.0,290.0,false
20,3366567.7334,unknown,,862.5,284.5,284.5,false
21,3386860.7077,unknown,,866.0,283.0,283.0,false
22,3373332.0582,unknown,,869.5,284.0,284.0,false
23,3359803.4086,unknown,,873.5,285.0,285.0,false
24,3339510.4343,unknown,,877.0,286.5,286.5,false
25,3332746.1096,unknown,,880.5,287.0,287.0,false
26,3312453.1353,unknown,,884.5,288.5,288.5,false
27,3292160.1610,unknown,,888.0,290.0,290.0,false
28,3278631.5115,unknown,,892.0,291.0,291.0,false
29,3271867.1867,unknown,,895.5,291.5,291.5,false
30,3217752.5886,unknown,,899.0,295.5,295.5,false
31,3217752.5886,unknown,,903.0,295.5,295.5,false
32,3217752.5886,unknown,,906.5,295.5,295.5,false
33,3204223.9391,unknown,,910.0,296.5,296.5,false
34,3197459.6143,unknown,,914.0,297.0,297.0,false
35,3163637.9905,unknown,,917.5,299.5,299.5,false
36,3102759.0676,unknown,,921.0,304.0,304.0,false
37,3001294.1962,unknown,,925.0,311.5,311.5,false
38,2926886.6238,unknown,,928.5,317.0,317.0,false
39,2838950.4018,unknown,,932.5,323.5,323.5,false
40,2751014.1799,unknown,,936.0,330.0,330.0,false
41,2669842.2827,unknown,,939.5,336.0,336.0,false
42,2581906.0608,unknown,,943.5,342.5,342.5,false
43,2493969.8389,unknown,,947.0,349.0,349.0,false
44,2446619.5655,unknown,,950.5,352.5,352.5,false
45,2406033.6170,unknown,,954.5,355.5,355.5,false
46,2385740.6427,unknown,,958.0,357.0,357.0,false
47,2372211.9931,unknown,,961.5,358.0,358.0,false
48,2338390.3693,unknown,,965.5,360.5,360.5,false
49,2318097.3950,unknown,,969.0,362.0,362.0,false
50,2291040.0960,unknown,,972.5,364.0,364.0,false
51,2270747.1217,unknown,,976.5,365.5,365.5,false
52,2257218.4722,unknown,,980.0,366.5,366.5,false
53,2236925.4979,unknown,,984.0,368.0,368.0,false
54,2216632.5236,unknown,,987.5,369.5,369.5,false
55,2196339.5493,unknown,,991.0,371.0,371.0,false
56,2169282.2502,unknown,,995.0,373.0,373.0,false
57,2155753.6007,unknown,,998.5,374.0,374.0,false
58,2128696.3016,unknown,,1002.0,376.0,376.0,false
59,2121931.9769,unknown,,1006.0,376.5,376.5,false
60,2088110.3531,unknown,,1009.5,379.0,379.0,false
61,2061053.0540,unknown,,1013.0,381.0,381.0,false
62,2047524.4045,unknown,,1017.0,382.0,382.0,false
63,2047524.4045,unknown,,1019.5,382.0,382.0,false
64,1979881.1568,unknown,,1024.5,387.0,387.0,false
65,1966352.5073,unknown,,1027.0,388.0,388.0,false
66,,,,,,,true
67,,,,,,,true
68,,,,,,,true
69,1722836.8158,unknown,,1041.5,406.0,406.0,false
70,1641664.9187,unknown,,1046.5,412.0,412.0,false
71,1567257.3463,unknown,,1050.0,417.5,417.5,false
72,1526671.3977,unknown,,1053.5,420.5,420.5,false
73,1472556.7996,unknown,,1057.5,424.5,424.5,false
74,1398149.2272,unknown,,1061.0,430.0,430.0,false
75,1344034.6291,unknown,,1064.5,434.0,434.0,false
76,1283155.7062,unknown,,1068.5,438.5,438.5,false
77,1235805.4328,unknown,,1072.0,442.0,442.0,false
78,1229041.1081,unknown,,1076.0,442.5,442.5,false
79,1229041.1081,unknown,,1079.5,442.5,442.5,false
80,1215512.4585,unknown,,1083.0,443.5,443.5,false
81,1195219.4843,unknown,,1087.0,445.0,445.0,false
82,1161397.8604,unknown,,1090.5,447.5,447.5,false
83,1141104.8861,unknown,,1094.0,449.0,449.0,false
84,1127576.2366,unknown,,1098.0,450.0,450.0,false
85,1100518.9376,unknown,,1101.5,452.0,452.0,false
86,1080225.9633,unknown,,1105.0,453.5,453.5,false
87,1066697.3137,unknown,,1109.0,454.5,454.5,false
88,1053168.6642,unknown,,1112.5,455.5,455.5,false
89,1026111.3652,unknown,,1116.5,457.5,457.5,false
90,1012582.7156,unknown,,1120.0,458.5,458.5,false
91,999054.0661,unknown,,1123.5,459.5,459.5,false
92,985525.4166,unknown,,1127.5,460.5,460.5,false
93,971996.7671,unknown,,1131.0,461.5,461.5,false
94,951703.7928,unknown,,1134.5,463.0,463.0,false
95,911117.8442,unknown,,1138.5,466.0,466.0,false
96,870531.8956,unknown,,1142.0,469.0,469.0,false
97,843474.5965,unknown,,1145.5,471.0,471.0,false
98,816417.2975,unknown,,1149.5,473.0,473.0,false
99,802888.6480,unknown,,1153.0,474.0,474.0,false
100,,,,,,,true
