x_key,value_native,native_unit,value_mm,pixel_x_page,pixel_y_page,pixel_y_corrected,flagged
1,,,,,,,true
2,,,,,,,true
3,,,,,,,true
4,1384620.5776,unknown,,803.5,431.0,431.0,false
5,1459028.1500,unknown,,807.0,425.5,425.5,false
6,1621371.9444,unknown,,811.0,413.5,413.5,false
7,1858123.3111,unknown,,814.5,396.0,396.0,false
8,2088110.3531,unknown,,818.0,379.0,379.0,false
9,2399269.2922,unknown,,822.0,356.0,356.0,false
10,2548084.4370,unknown,,825.5,345.0,345.0,false
11,2669842.2827,unknown,,829.0,336.0,336.0,false
12,2771307.1542,unknown,,833.0,328.5,328.5,false
13,2845714.7266,unknown,,836.5,323.0,323.0,false
14,2947179.5980,unknown,,840.5,315.5,315.5,false
15,3028351.4952,unknown,,844.0,309.5,309.5,false
16,3095994.7428,unknown,,847.5,304.5,304.5,false
17,3204223.9391,unknown,,851.5,296.5,296.5,false
18,3284327.7850,unknown,,855.0,290.6,290.6,false
19,3381449.2479,unknown,,858.5,283.4,283.4,false
20,3429701.4312,unknown,,862.5,279.8,279.8,false
21,3447739.6306,unknown,,866.0,278.5,278.5,false
22,3430152.3862,unknown,,869.5,279.8,279.8,false
23,3366567.7334,unknown,,873.5,284.5,284.5,false
24,3400389.3572,unknown,,877.0,282.0,282.0,false
25,3447739.6306,unknown,,880.5,278.5,278.5,false
26,3440975.3058,unknown,,884.5,279.0,279.0,false
27,3440975.3058,unknown,,888.0,279.0,279.0,false
28,3434210.9810,unknown,,892.0,279.5,279.5,false
29,3392873.4408,unknown,,895.5,282.6,282.6,false
30,3385357.5244,unknown,,899.0,283.1,283.1,false
31,3329363.9472,unknown,,903.0,287.2,287.2,false
32,3323727.0099,unknown,,906.5,287.7,287.7,false
33,3339510.4343,unknown,,910.0,286.5,286.5,false
34,3278631.5115,unknown,,914.0,291.0,291.0,false
35,3258338.5372,unknown,,917.5,292.5,292.5,false
36,3238045.5629,unknown,,921.0,294.0,294.0,false
37,3204223.9391,unknown,,925.0,296.5,296.5,false
38,3190695.2895,unknown,,928.5,297.5,297.5,false
39,3129816.3667,unknown,,932.5,302.0,302.0,false
40,3109523.3924,unknown,,936.0,303.5,303.5,false
41,3102759.0676,unknown,,938.0,304.0,304.0,false
42,3028351.4952,unknown,,943.5,309.5,309.5,false
43,3021587.1704,unknown,,944.5,310.0,310.0,false
44,2953943.9228,unknown,,950.5,315.0,315.0,false
45,2940415.2733,unknown,,954.0,316.0,316.0,false
46,2872772.0256,unknown,,958.0,321.0,321.0,false
47,2852479.0514,unknown,,961.5,322.5,322.5,false
48,2784835.8037,unknown,,965.5,327.5,327.5,false
49,2723956.8808,unknown,,969.0,332.0,332.0,false
50,2710428.2313,unknown,,972.5,333.0,333.0,false
51,2696899.5818,unknown,,976.0,334.0,334.0,false
52,2622492.0094,unknown,,980.0,339.5,339.5,false
53,2622492.0094,unknown,,981.5,339.5,339.5,false
54,2541320.1122,unknown,,987.5,345.5,345.5,false
55,2480441.1894,unknown,,991.0,350.0,350.0,false
56,2460148.2151,unknown,,995.0,351.5,351.5,false
57,2419562.2665,unknown,,998.5,354.5,354.5,false
58,2378976.3179,unknown,,1002.0,357.5,357.5,false
59,2304568.7455,unknown,,1006.0,363.0,363.0,false
60,2291040.0960,unknown,,1009.5,364.0,364.0,false
61,2250454.1474,unknown,,1013.0,367.0,367.0,false
62,2209868.1988,unknown,,1017.0,370.0,370.0,false
63,2169282.2502,unknown,,1020.5,373.0,373.0,false
