x_key,value_native,native_unit,value_mm,pixel_x_page,pixel_y_page,pixel_y_corrected,flagged
1872-04-01,1.2421,mm,1.24,27.5,473.0,473.0,false
1872-04-02,1.4158,mm,1.42,50.0,456.5,456.5,false
1872-04-03,1.5789,mm,1.58,73.0,441.0,441.0,false
1872-04-04,1.6158,mm,1.62,95.5,437.5,437.5,false
1872-04-05,1.4526,mm,1.45,118.5,453.0,453.0,false
1872-04-06,1.3684,mm,1.37,141.0,461.0,461.0,false
1872-04-07,1.2579,mm,1.26,164.0,471.5,471.5,false
1872-04-08,1.1210,mm,1.12,186.5,484.5,484.5,false
1872-04-09,1.1789,mm,1.18,209.5,479.0,479.0,false
1872-04-10,1.4210,mm,1.42,232.0,456.0,456.0,false
1872-04-11,1.6052,mm,1.61,255.0,438.5,438.5,false
1872-04-12,1.9947,mm,1.99,277.5,401.5,401.5,false
1872-04-13,2.3263,mm,2.33,300.5,370.0,370.0,false
1872-04-14,2.4210,mm,2.42,323.0,361.0,361.0,false
1872-04-15,2.4210,mm,2.42,345.5,361.0,361.0,false
1872-04-16,2.4052,mm,2.41,368.5,362.5,362.5,false
1872-04-17,2.5000,mm,2.50,391.0,353.5,353.5,false
1872-04-18,2.5052,mm,2.51,414.0,353.0,353.0,false
1872-04-19,2.2842,mm,2.28,436.5,374.0,374.0,false
1872-04-20,2.0052,mm,2.01,459.5,400.5,400.5,false
1872-04-21,1.8368,mm,1.84,482.0,416.5,416.5,false
1872-04-22,1.6631,mm,1.66,505.0,433.0,433.0,false
1872-04-23,1.6947,mm,1.69,527.5,430.0,430.0,false
1872-04-24,1.7210,mm,1.72,550.5,427.5,427.5,false
1872-04-25,1.6105,mm,1.61,573.0,438.0,438.0,false
1872-04-26,1.6000,mm,1.60,596.0,439.0,439.0,false
1872-04-27,1.6421,mm,1.64,618.5,435.0,435.0,false
1872-04-28,1.8052,mm,1.81,641.5,419.5,419.5,false
1872-04-29,2.0684,mm,2.07,664.0,394.5,394.5,false
1872-04-30,2.0842,mm,2.08,686.5,393.0,393.0,false
