x_key,value_native,native_unit,value_mm,pixel_x_page,pixel_y_page,pixel_y_corrected,flagged
1,288.5961,unknown,,649.0,373.0,373.0,false
2,288.5961,unknown,,655.0,373.0,373.0,false
3,287.9483,unknown,,661.5,373.5,373.5,false
4,287.9483,unknown,,667.5,373.5,373.5,false
5,287.3005,unknown,,673.5,374.0,374.0,false
6,286.6528,unknown,,680.0,374.5,374.5,false
7,286.6528,unknown,,686.0,374.5,374.5,false
8,286.0050,unknown,,692.5,375.0,375.0,false
9,285.3572,unknown,,698.5,375.5,375.5,false
10,284.0617,unknown,,704.5,376.5,376.5,false
11,283.4139,unknown,,711.0,377.0,377.0,false
12,282.7662,unknown,,717.0,377.5,377.5,false
13,282.1184,unknown,,723.0,378.0,378.0,false
14,280.8229,unknown,,729.5,379.0,379.0,false
15,278.8796,unknown,,735.5,380.5,380.5,false
16,278.2318,unknown,,742.0,381.0,381.0,false
17,278.2318,unknown,,748.0,381.0,381.0,false
18,276.9363,unknown,,754.0,382.0,382.0,false
19,276.2885,unknown,,760.5,382.5,382.5,false
20,275.6407,unknown,,766.5,383.0,383.0,false
21,274.9930,unknown,,772.5,383.5,383.5,false
22,273.6974,unknown,,779.0,384.5,384.5,false
23,273.6974,unknown,,785.0,384.5,384.5,false
24,272.4019,unknown,,791.5,385.5,385.5,false
25,270.4586,unknown,,797.5,387.0,387.0,false
26,273.6974,unknown,,803.5,384.5,384.5,false
27,278.2318,unknown,,810.0,381.0,381.0,false
28,284.0617,unknown,,816.0,376.5,376.5,false
29,290.5394,unknown,,822.5,371.5,371.5,false
30,296.3693,unknown,,828.5,367.0,367.0,false
31,301.5514,unknown,,834.5,363.0,363.0,false
32,308.0291,unknown,,841.0,358.0,358.0,false
33,313.8590,unknown,,847.0,353.5,353.5,false
34,319.6889,unknown,,853.0,349.0,349.0,false
35,325.5188,unknown,,859.5,344.5,344.5,false
36,330.7009,unknown,,865.5,340.5,340.5,false
37,337.1786,unknown,,872.0,335.5,335.5,false
38,343.0085,unknown,,878.0,331.0,331.0,false
39,346.8951,unknown,,884.0,328.0,328.0,false
40,352.7250,unknown,,890.5,323.5,323.5,false
41,356.6116,unknown,,896.5,320.5,320.5,false
42,359.8504,unknown,,902.5,318.0,318.0,false
43,365.6803,unknown,,909.0,313.5,313.5,false
44,368.9192,unknown,,915.0,311.0,311.0,false
45,374.1013,unknown,,921.5,307.0,307.0,false
46,378.6357,unknown,,927.5,303.5,303.5,false
47,382.5223,unknown,,933.5,300.5,300.5,false
48,386.4089,unknown,,940.0,297.5,297.5,false
49,390.9432,unknown,,946.0,294.0,294.0,false
50,396.1254,unknown,,952.0,290.0,290.0,false
51,410.3763,unknown,,958.5,279.0,279.0,false
52,426.5704,unknown,,964.5,266.5,266.5,false
53,444.7079,unknown,,971.0,252.5,252.5,false
54,462.1976,unknown,,977.0,239.0,239.0,false
55,479.0396,unknown,,983.0,226.0,226.0,false
56,496.5293,unknown,,989.5,212.5,212.5,false
57,512.7234,unknown,,995.5,200.0,200.0,false
58,530.2132,unknown,,1002.0,186.5,186.5,false
59,548.3506,unknown,,1008.0,172.5,172.5,false
60,567.1359,unknown,,1014.0,158.0,158.0,false
61,585.9211,unknown,,1020.5,143.5,143.5,false
62,604.0586,unknown,,1026.5,129.5,129.5,false
63,602.1153,unknown,,1032.5,131.0,131.0,false
64,578.7957,unknown,,1039.0,149.0,149.0,false
65,554.8283,unknown,,1045.0,167.5,167.5,false
66,530.8609,unknown,,1051.5,186.0,186.0,false
67,511.4279,unknown,,1057.5,201.0,201.0,false
68,489.4038,unknown,,1063.5,218.0,218.0,false
69,464.7887,unknown,,1070.0,237.0,237.0,false
70,442.1168,unknown,,1076.0,254.5,254.5,false
71,420.0928,unknown,,1082.0,271.5,271.5,false
72,396.1254,unknown,,1088.5,290.0,290.0,false
73,373.4535,unknown,,1094.5,307.5,307.5,false
74,348.8384,unknown,,1101.0,326.5,326.5,false
75,341.0652,unknown,,1107.0,332.5,332.5,false
76,342.3607,unknown,,1113.0,331.5,331.5,false
77,346.2473,unknown,,1119.5,328.5,328.5,false
78,349.4862,unknown,,1125.5,326.0,326.0,false
79,352.0772,unknown,,1132.0,324.0,324.0,false
80,354.0205,unknown,,1138.0,322.5,322.5,false
81,355.9638,unknown,,1144.0,321.0,321.0,false
82,358.5549,unknown,,1150.5,319.0,319.0,false
83,359.8504,unknown,,1156.5,318.0,318.0,false
84,363.7370,unknown,,1162.5,315.0,315.0,false
85,366.3281,unknown,,1169.0,313.0,313.0,false
86,367.6236,unknown,,1175.0,312.0,312.0,false
87,367.6236,unknown,,1181.5,312.0,312.0,false
88,361.7937,unknown,,1187.5,316.5,316.5,false
89,356.6116,unknown,,1193.5,320.5,320.5,false
90,352.0772,unknown,,1200.0,324.0,324.0,false
91,346.8951,unknown,,1206.0,328.0,328.0,false
92,341.0652,unknown,,1212.0,332.5,332.5,false
93,333.9398,unknown,,1218.5,338.0,338.0,false
94,328.7576,unknown,,1224.5,342.0,342.0,false
95,324.2232,unknown,,1231.0,345.5,345.5,false
96,319.0411,unknown,,1237.0,349.5,349.5,false
97,313.2112,unknown,,1243.0,354.0,354.0,false
98,306.7335,unknown,,1249.5,359.0,359.0,false
99,301.5514,unknown,,1255.5,363.0,363.0,false
100,300.2559,unknown,,1259.0,364.0,364.0,false
