x_key,value_native,native_unit,value_mm,pixel_x_page,pixel_y_page,pixel_y_corrected,flagged
1871-03-01,4.0863,bavarian_foot,1192.61,27.5,114.0,114.0,false
1871-03-02,4.0324,bavarian_foot,1176.88,50.0,119.0,119.0,false
1871-03-03,3.7790,bavarian_foot,1102.93,72.5,142.5,142.5,false
1871-03-04,3.5957,bavarian_foot,1049.44,95.0,159.5,159.5,false
1871-03-05,3.4771,bavarian_foot,1014.82,117.5,170.5,170.5,false
1871-03-06,3.4124,bavarian_foot,995.94,140.0,176.5,176.5,false
1871-03-07,3.4286,bavarian_foot,1000.66,162.5,175.0,175.0,false
1871-03-08,3.4340,bavarian_foot,1002.24,185.0,174.5,174.5,false
1871-03-09,3.6442,bavarian_foot,1063.60,207.5,155.0,155.0,false
1871-03-10,3.8113,bavarian_foot,1112.37,230.0,139.5,139.5,false
1871-03-11,3.8275,bavarian_foot,1117.09,252.5,138.0,138.0,false
1871-03-12,3.7844,bavarian_foot,1104.51,275.0,142.0,142.0,false
1871-03-13,3.6011,bavarian_foot,1051.01,297.5,159.0,159.0,false
1871-03-14,3.5472,bavarian_foot,1035.28,320.0,164.0,164.0,false
1871-03-15,3.5418,bavarian_foot,1033.70,342.5,164.5,164.5,false
1871-03-16,3.6550,bavarian_foot,1066.75,365.0,154.0,154.0,false
1871-03-17,3.6766,bavarian_foot,1073.04,387.5,152.0,152.0,false
1871-03-18,3.5364,bavarian_foot,1032.13,410.0,165.0,165.0,false
1871-03-19,3.4502,bavarian_foot,1006.96,432.5,173.0,173.0,false
1871-03-20,3.2938,bavarian_foot,961.33,455.0,187.5,187.5,false
1871-03-21,3.1860,bavarian_foot,929.86,477.5,197.5,197.5,false
1871-03-22,3.1590,bavarian_foot,922.00,500.0,200.0,200.0,false
1871-03-23,3.2183,bavarian_foot,939.30,522.5,194.5,194.5,false
1871-03-24,3.2507,bavarian_foot,948.74,545.0,191.5,191.5,false
1871-03-25,3.2130,bavarian_foot,937.73,567.5,195.0,195.0,false
1871-03-26,3.1968,bavarian_foot,933.01,590.0,196.5,196.5,false
1871-03-27,3.1105,bavarian_foot,907.84,612.5,204.5,204.5,false
1871-03-28,3.0297,bavarian_foot,884.24,635.0,212.0,212.0,false
1871-03-29,3.1159,bavarian_foot,909.41,657.5,204.0,204.0,false
1871-03-30,3.0189,bavarian_foot,881.09,680.0,213.0,213.0,false
1871-03-31,2.9165,bavarian_foot,851.19,702.5,222.5,222.5,false
