x_key,value_native,native_unit,value_mm,pixel_x_page,pixel_y_page,pixel_y_corrected,flagged
0,365.0185,mm,365.02,663.0,589.5,589.5,false
1,152.8895,mm,152.89,691.0,561.5,561.5,false
2,51.2183,mm,51.22,719.5,526.3,526.3,false
3,88.7497,mm,88.75,747.5,544.0,544.0,false
4,16.6116,mm,16.61,775.5,490.1,490.1,false
5,11.6223,mm,11.62,804.0,478.6,478.6,false
6,10.9512,mm,10.95,832.0,476.7,476.7,false
7,9.9425,mm,9.94,860.5,473.6,473.6,false
8,23.3218,mm,23.32,888.5,501.0,501.0,false
9,9.8096,mm,9.81,916.5,473.1,473.1,false
10,9.7421,mm,9.74,945.0,472.9,472.9,false
11,0.5949,mm,0.59,973.0,383.0,383.0,false
12,1.5838,mm,1.58,1001.0,414.5,414.5,false
13,1.0627,mm,1.06,1029.5,401.6,401.6,false
14,0.1916,mm,0.19,1057.5,346.5,346.5,false
15,0.0997,mm,0.10,1086.0,325.5,325.5,false
16,0.0982,mm,0.10,1114.0,325.0,325.0,false
17,0.0967,mm,0.10,1142.0,324.5,324.5,false
18,0.0982,mm,0.10,1170.5,325.0,325.0,false
19,0.0952,mm,0.10,1198.5,324.0,324.0,false
20,0.0952,mm,0.10,1206.0,324.0,324.0,false
