x_key,value_native,native_unit,value_mm,pixel_x_page,pixel_y_page,pixel_y_corrected,flagged
1839-05-01,3.6498,bavarian_foot,1065.22,27.5,190.0,190.0,false
1839-05-02,3.8766,bavarian_foot,1131.41,50.0,168.5,168.5,false
1839-05-03,4.0664,bavarian_foot,1186.83,72.5,150.5,150.5,false
1839-05-04,4.7468,bavarian_foot,1385.40,95.0,86.0,86.0,false
1839-05-05,4.5833,bavarian_foot,1337.68,118.0,101.5,101.5,false
1839-05-06,4.2510,bavarian_foot,1240.71,140.5,133.0,133.0,false
1839-05-07,4.0506,bavarian_foot,1182.21,163.0,152.0,152.0,false
1839-05-08,4.4778,bavarian_foot,1306.90,185.5,111.5,111.5,false
1839-05-09,4.4515,bavarian_foot,1299.20,208.5,114.0,114.0,false
1839-05-10,4.2352,bavarian_foot,1236.09,231.0,134.5,134.5,false
1839-05-11,3.9188,bavarian_foot,1143.73,253.5,164.5,164.5,false
1839-05-12,3.6023,bavarian_foot,1051.37,276.0,194.5,194.5,false
1839-05-13,3.6445,bavarian_foot,1063.68,298.5,190.5,190.5,false
1839-05-14,3.7447,bavarian_foot,1092.93,321.5,181.0,181.0,false
1839-05-15,3.5970,bavarian_foot,1049.83,344.0,195.0,195.0,false
1839-05-16,3.1698,bavarian_foot,925.14,366.5,235.5,235.5,false
1839-05-17,2.9114,bavarian_foot,849.71,389.0,260.0,260.0,false
1839-05-18,2.9694,bavarian_foot,866.65,412.0,254.5,254.5,false
1839-05-19,2.9272,bavarian_foot,854.33,434.5,258.5,258.5,false
1839-05-20,2.9852,bavarian_foot,871.27,457.0,253.0,253.0,false
1839-05-21,2.9694,bavarian_foot,866.65,479.5,254.5,254.5,false
1839-05-22,3.2015,bavarian_foot,934.38,502.0,232.5,232.5,false
1839-05-23,3.8555,bavarian_foot,1125.26,525.0,170.5,170.5,false
1839-05-24,4.3589,bavarian_foot,1272.18,547.5,122.8,122.8,false
1839-05-25,3.9188,bavarian_foot,1143.73,570.0,164.5,164.5,false
1839-05-26,3.0010,bavarian_foot,875.88,592.5,251.5,251.5,false
1839-05-27,2.9008,bavarian_foot,846.64,615.5,261.0,261.0,false
1839-05-28,3.0274,bavarian_foot,883.58,638.0,249.0,249.0,false
1839-05-29,3.2859,bavarian_foot,959.01,660.5,224.5,224.5,false
1839-05-30,3.5232,bavarian_foot,1028.28,683.0,202.0,202.0,false
1839-05-31,3.3597,bavarian_foot,980.56,705.5,217.5,217.5,false
